"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Power Rating (mW)","Value","Tolerance","Temperature Coefficient","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"FRC1206F1400TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","140","1%","±100ppm/℃","","","LCSC","C3013240","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1206F1400TS_C3013240.pdf"
"FRC1210F1400TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","333.3","140","1%","±100ppm/℃","","","LCSC","C2933804","Datasheet","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210F1400TS_C2933804.pdf"
"CR1210F140RP05Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","140","1%","±100ppm/℃","","","LCSC","C174448","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CR1210F140RP05Z_C174448.pdf"
"CR2010F140RE04Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","750","140","1%","±100ppm/℃","","","LCSC","C175012","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CR2010F140RE04Z_C175012.pdf"
"FRC2512F1400TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","140","1%","±100ppm/℃","","","LCSC","C5713375","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC2512F1400TS_C5713375.pdf"
"RC0402FR-07143RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","143","1%","±100ppm/℃","","","LCSC","C477613","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410121638_YAGEO-RC0402FR-07143RL_C477613.pdf"
"RK73H1ETTP1430F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","143","1%","±100ppm/℃","","","LCSC","C276141","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811031616_KOA-Speer-Elec-RK73H1ETTP1430F_C276141.pdf"
"RT0603BRD07143RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","143","0.1%","±25ppm/℃","","","LCSC","C861128","Datasheet","https://datasheet.lcsc.com/lcsc/2210190030_YAGEO-RT0603BRD07143RL_C861128.pdf"
"RS-03K1430FT","FH(Guangdong Fenghua Advanced Tech)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","143","1%","±100ppm/℃","","","LCSC","C321722","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-RS-03K1430FT_C321722.pdf"
"RK73H1JTTD1430F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","125","143","1%","±100ppm/℃","","","LCSC","C317101","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_KOA-Speer-Elec-RK73H1JTTD1430F_C317101.pdf"
"0805W8F1430T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","143","1%","±100ppm/℃","","","LCSC","C17461","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1430T5E_C17461.pdf"
"RK73H2ATTD1430F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","250","143","1%","±100ppm/℃","","","LCSC","C317373","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_KOA-Speer-Elec-RK73H2ATTD1430F_C317373.pdf"
"FRC1206F1430TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","143","1%","±100ppm/℃","","","LCSC","C3000558","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC1206F1430TS_C3000558.pdf"
"AC1210FR-07143RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","143","1%","±100ppm/℃","","","LCSC","C230034","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC1210FR-07143RL_C230034.pdf"
"CR2512F143RE04Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","143","1%","±100ppm/℃","","","LCSC","C175285","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CR2512F143RE04Z_C175285.pdf"
"RMCF0402FT147R","SEI(Stackpole Elec)","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","147","1%","±100ppm/℃","","","LCSC","C237105","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_SEI-Stackpole-Elec-RMCF0402FT147R_C237105.pdf"
"ERJ2RKF1470X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","147","1%","±100ppm/℃","","","LCSC","C400607","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_PANASONIC-ERJ2RKF1470X_C400607.pdf"
"RT0603BRD07147RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","147","0.1%","±25ppm/℃","","","LCSC","C861130","Datasheet","https://datasheet.lcsc.com/lcsc/2210190030_YAGEO-RT0603BRD07147RL_C861130.pdf"
"FRC0603F1470TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","147","1%","±100ppm/℃","","","LCSC","C2930065","Datasheet","https://datasheet.lcsc.com/lcsc/2308241009_FOJAN-FRC0603F1470TS_C2930065.pdf"
"RK73H1JTTD1470F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","125","147","1%","±100ppm/℃","","","LCSC","C317102","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_KOA-Speer-Elec-RK73H1JTTD1470F_C317102.pdf"
"FRC0805F1470TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","147","1%","±100ppm/℃","","","LCSC","C2933318","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0805F1470TS_C2933318.pdf"
"RK73H2ATTD1470F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","250","147","1%","±100ppm/℃","","","LCSC","C317374","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_KOA-Speer-Elec-RK73H2ATTD1470F_C317374.pdf"
"RT1206BRD07147RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","147","0.1%","±25ppm/℃","","","LCSC","C870423","Datasheet","https://datasheet.lcsc.com/lcsc/2210182000_YAGEO-RT1206BRD07147RL_C870423.pdf"
"CRCW1206147RFKEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","147","1%","±100ppm/℃","","","LCSC","C2091961","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Vishay-Intertech-CRCW1206147RFKEA_C2091961.pdf"
"1210W2F1470T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","147","1%","±100ppm/℃","","","LCSC","C407213","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-1210W2F1470T5E_C407213.pdf"
"HP0707F1470T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","750","147","1%","±100ppm/℃","","","LCSC","C2759023","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_UNI-ROYAL-Uniroyal-Elec-HP0707F1470T5E_C2759023.pdf"
"CRCW0201150RFKED","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R0201","footprints/resistor.PcbLib","0201","50","150","1%","±100ppm/℃","","","LCSC","C2074383","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Vishay-Intertech-CRCW0201150RFKED_C2074383.pdf"
"AR02BTD1500","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","150","0.1%","±50ppm/℃","","","LCSC","C319854","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-AR02BTD1500_C319854.pdf"
"AR02DTC1500","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","150","0.5%","±25ppm/℃","","","LCSC","C319853","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-AR02DTC1500_C319853.pdf"
"0402WGF1500TCE","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","150","1%","±100ppm/℃","","","LCSC","C25082","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF1500TCE_C25082.pdf"
"ERA2AEB151X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","150","0.1%","±25ppm/℃","","","LCSC","C445579","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2404151006_PANASONIC-ERA2AEB151X_C445579.pdf"
"AECR0402F150RK9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","150","1%","±100ppm/℃","","","LCSC","C328302","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409141055_RESI-AECR0402F150RK9_C328302.pdf"
"ERJ2RKF1500X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","150","1%","±100ppm/℃","","","LCSC","C413067","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_PANASONIC-ERJ2RKF1500X_C413067.pdf"
"CPF0603F150RC1","TE Connectivity","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","62.5","150","1%","±50ppm/℃","","","LCSC","C4275022","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2403041539_TE-Connectivity-CPF0603F150RC1_C4275022.pdf"
"TC0325B1500T5F","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","150","0.1%","±25ppm/℃","","","LCSC","C425408","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_UNI-ROYAL-Uniroyal-Elec-TC0325B1500T5F_C425408.pdf"
"RT0603DRE07150RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","150","0.5%","±50ppm/℃","","","LCSC","C862897","Datasheet","https://datasheet.lcsc.com/lcsc/2210182330_YAGEO-RT0603DRE07150RL_C862897.pdf"
"0603WAF1500T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","150","1%","±100ppm/℃","","","LCSC","C22808","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1500T5E_C22808.pdf"
"MR06X1500FTL","Walsin Tech Corp","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","125","150","1%","±100ppm/℃","","","LCSC","C431779","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-MR06X1500FTL_C431779.pdf"
"HP03W5F1500T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","200","150","1%","±100ppm/℃","","","LCSC","C778412","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_UNI-ROYAL-Uniroyal-Elec-HP03W5F1500T5E_C778412.pdf"
"RCS0603150RFKEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","250","150","1%","±100ppm/℃","","","LCSC","C4221431","Datasheet","https://datasheet.lcsc.com/lcsc/2212231630_Vishay-Intertech-RCS0603150RFKEA_C4221431.pdf"
"ERJ6RBD1500V","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","100","150","0.5%","±50ppm/℃","","","LCSC","C336848","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_PANASONIC-ERJ6RBD1500V_C336848.pdf"
"AR05FTD1500","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","100","150","1%","±50ppm/℃","","","LCSC","C304111","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-AR05FTD1500_C304111.pdf"
"RT0805BRD07150RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","150","0.1%","±25ppm/℃","","","LCSC","C513734","Datasheet","https://datasheet.lcsc.com/lcsc/2208161803_YAGEO-RT0805BRD07150RL_C513734.pdf"
"ARG05DTC1500","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","150","0.5%","±25ppm/℃","","","LCSC","C3033905","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206101730_Viking-Tech-ARG05DTC1500_C3033905.pdf"
"0805W8F1500T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","150","1%","±100ppm/℃","","","LCSC","C17471","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1500T5E_C17471.pdf"
"PTFR0805B150RN9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","130","150","0.1%","±10ppm/℃","","","LCSC","C351609","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280131_RESI-PTFR0805B150RN9_C351609.pdf"
"HP05W3F1500T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","333.3","150","1%","±100ppm/℃","","","LCSC","C414978","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_UNI-ROYAL-Uniroyal-Elec-HP05W3F1500T5E_C414978.pdf"
"ERJP06F1500V","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","500","150","1%","±100ppm/℃","","","LCSC","C543535","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_PANASONIC-ERJP06F1500V_C543535.pdf"
"RT1206BRD07150RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","150","0.1%","±25ppm/℃","","","LCSC","C870430","Datasheet","https://datasheet.lcsc.com/lcsc/2210182000_YAGEO-RT1206BRD07150RL_C870430.pdf"
"ARG06DTC1500","Viking Tech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","150","0.5%","±25ppm/℃","","","LCSC","C5137154","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2208111830_Viking-Tech-ARG06DTC1500_C5137154.pdf"
"1206W4F1500T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","150","1%","±100ppm/℃","","","LCSC","C17917","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F1500T5E_C17917.pdf"
"ESR18EZPF1500","ROHM Semicon","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","500","150","1%","±100ppm/℃","","","LCSC","C2104656","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_ROHM-Semicon-ESR18EZPF1500_C2104656.pdf"
"FRC1210F1500TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","333.3","150","1%","±100ppm/℃","","","LCSC","C2933805","Datasheet","https://datasheet.lcsc.com/lcsc/2308241115_FOJAN-FRC1210F1500TS_C2933805.pdf"
"CR1210F150RP05Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","150","1%","±100ppm/℃","","","LCSC","C174450","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CR1210F150RP05Z_C174450.pdf"
"181207F1500T4E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1812","footprints/resistor.PcbLib","1812","750","150","1%","±100ppm/℃","","","LCSC","C422147","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-181207F1500T4E_C422147.pdf"
"FRC2010F1500TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","750","150","1%","±100ppm/℃","","","LCSC","C2933982","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC2010F1500TS_C2933982.pdf"
"FRC2512F1500TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","150","1%","±100ppm/℃","","","LCSC","C2934049","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC2512F1500TS_C2934049.pdf"
"CRH2512F150RE04Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","2000","150","1%","±100ppm/℃","","","LCSC","C175287","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CRH2512F150RE04Z_C175287.pdf"
"FRC0402F1540TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","154","1%","±100ppm/℃","","","LCSC","C5153964","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC0402F1540TS_C5153964.pdf"
"AR03FTC1540","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","62.5","154","1%","±25ppm/℃","","","LCSC","C234297","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-AR03FTC1540_C234297.pdf"
"RTT031540FTP","RALEC","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","154","1%","±100ppm/℃","","","LCSC","C103311","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_RALEC-RTT031540FTP_C103311.pdf"
"0805W8F1540T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","154","1%","±100ppm/℃","","","LCSC","C17473","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010216_UNI-ROYAL-Uniroyal-Elec-0805W8F1540T5E_C17473.pdf"
"RTT061540FTP","RALEC","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","154","1%","±100ppm/℃","","","LCSC","C332956","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_RALEC-RTT061540FTP_C332956.pdf"
"AC1210FR-07154RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","154","1%","±100ppm/℃","","","LCSC","C230038","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC1210FR-07154RL_C230038.pdf"
"HP0707F1540T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","750","154","1%","±100ppm/℃","","","LCSC","C2759021","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_UNI-ROYAL-Uniroyal-Elec-HP0707F1540T5E_C2759021.pdf"
"25121WF1540T4E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","154","1%","±100ppm/℃","","","LCSC","C421637","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-25121WF1540T4E_C421637.pdf"
"RT0402BRD07158RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","158","0.1%","±25ppm/℃","","","LCSC","C852542","Datasheet","https://datasheet.lcsc.com/lcsc/2210190401_YAGEO-RT0402BRD07158RL_C852542.pdf"
"CRCW0402158RFKED","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","158","1%","±100ppm/℃","","","LCSC","C2091546","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Vishay-Intertech-CRCW0402158RFKED_C2091546.pdf"
"AR03FTC1580","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","62.5","158","1%","±25ppm/℃","","","LCSC","C234299","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280202_Viking-Tech-AR03FTC1580_C234299.pdf"
"ERA-3AEB1580V","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","158","0.1%","±25ppm/℃","","","LCSC","C2092850","Datasheet","https://datasheet.lcsc.com/lcsc/2202020430_PANASONIC-ERA-3AEB1580V_C2092850.pdf"
"FRC0603F1580TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","158","1%","±100ppm/℃","","","LCSC","C2933151","Datasheet","https://datasheet.lcsc.com/lcsc/2308241103_FOJAN-FRC0603F1580TS_C2933151.pdf"
"AR05FTC1580","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","100","158","1%","±25ppm/℃","","","LCSC","C234765","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280202_Viking-Tech-AR05FTC1580_C234765.pdf"
"FRC0805F1580TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","158","1%","±100ppm/℃","","","LCSC","C5121529","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC0805F1580TS_C5121529.pdf"
"RTT061580FTP","RALEC","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","158","1%","±100ppm/℃","","","LCSC","C159688","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_RALEC-RTT061580FTP_C159688.pdf"
"AC1210FR-07158RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","158","1%","±100ppm/℃","","","LCSC","C230039","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC1210FR-07158RL_C230039.pdf"
"RTT201580FTE","RALEC","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","750","158","1%","±100ppm/℃","","","LCSC","C333306","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_RALEC-RTT201580FTE_C333306.pdf"
"RT0402BRD07160RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","160","0.1%","±25ppm/℃","","","LCSC","C852550","Datasheet","https://datasheet.lcsc.com/lcsc/2210190401_YAGEO-RT0402BRD07160RL_C852550.pdf"
"AC0402DR-07160RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","160","0.5%","±100ppm/℃","","","LCSC","C226689","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC0402DR-07160RL_C226689.pdf"
"FRC0402F1600TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","160","1%","±100ppm/℃","","","LCSC","C2933075","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411071710_FOJAN-FRC0402F1600TS_C2933075.pdf"
"AECR0402F160RK9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","160","1%","±100ppm/℃","","","LCSC","C352473","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409141055_RESI-AECR0402F160RK9_C352473.pdf"
"ERJ2RKF1600X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","160","1%","±100ppm/℃","","","LCSC","C413068","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_PANASONIC-ERJ2RKF1600X_C413068.pdf"
"PTFR0603B160RN9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","160","0.1%","±10ppm/℃","","","LCSC","C2692870","Datasheet","https://datasheet.lcsc.com/lcsc/2310201550_RESI-PTFR0603B160RN9_C2692870.pdf"
"ARG03DTC1600","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","160","0.5%","±25ppm/℃","","","LCSC","C2758273","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Viking-Tech-ARG03DTC1600_C2758273.pdf"
"0603WAF1600T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","160","1%","±100ppm/℃","","","LCSC","C22814","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010130_UNI-ROYAL-Uniroyal-Elec-0603WAF1600T5E_C22814.pdf"
