"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Voltage Rating","Dielectric","Capacitance","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"0402CG101J500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","C0G","100p","","","LCSC","C1546","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0402CG101J500NT_C1546.pdf"
"CL10C101JB8NNNC","Samsung Electro-Mechanics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","100p","","","LCSC","C14858","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Samsung-Electro-Mechanics-CL10C101JB8NNNC_C14858.pdf"
"CL21C101JBANNNC","Samsung Electro-Mechanics","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","C0G","100p","","","LCSC","C1790","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Samsung-Electro-Mechanics-CL21C101JBANNNC_C1790.pdf"
"1206CG101J500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","C0G","100p","","","LCSC","C1884","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206CG101J500NT_C1884.pdf"
"GRM1882C1H101JA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","CH","100p","","","LCSC","C85967","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_Murata-Electronics-GRM1882C1H101JA01D_C85967.pdf"
"GRM2162C1H101JA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","CH","100p","","","LCSC","C162282","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_Murata-Electronics-GRM2162C1H101JA01D_C162282.pdf"
"CC0201JRNPO9BN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","NP0","100p","","","LCSC","C272870","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-CC0201JRNPO9BN101_C272870.pdf"
"CC0402JRNPO9BN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","100p","","","LCSC","C106200","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0402JRNPO9BN101_C106200.pdf"
"CC0603JRNPO9BN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","100p","","","LCSC","C14665","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0603JRNPO9BN101_C14665.pdf"
"CC0805JRNPO9BN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","NP0","100p","","","LCSC","C62768","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0805JRNPO9BN101_C62768.pdf"
"CC1206JRNPO9BN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","NP0","100p","","","LCSC","C107179","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC1206JRNPO9BN101_C107179.pdf"
"CC0201KRX7R9BB101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","X7R","100p","","","LCSC","C576696","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2008131833_YAGEO-CC0201KRX7R9BB101_C576696.pdf"
"CC0402KRX7R9BB101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","X7R","100p","","","LCSC","C281751","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0402KRX7R9BB101_C281751.pdf"
"CC0603KRX7R9BB101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","X7R","100p","","","LCSC","C160903","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0603KRX7R9BB101_C160903.pdf"
"CC0805KRX7R9BB101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","X7R","100p","","","LCSC","C107140","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0805KRX7R9BB101_C107140.pdf"
"GCG1885G1H101JA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","X8G","100p","","","LCSC","C1864414","Datasheet","https://datasheet.lcsc.com/lcsc/2201271800_Murata-Electronics-GCG1885G1H101JA01D_C1864414.pdf"
"C0805X101J5HACAUTO","KEMET","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","X8R","100p","","","LCSC","C2174188","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_KEMET-C0805X101J5HACAUTO_C2174188.pdf"
"GRM0335C2A101JA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","100V","C0G","100p","","","LCSC","C161452","Datasheet","https://datasheet.lcsc.com/lcsc/2308111631_Murata-Electronics-GRM0335C2A101JA01D_C161452.pdf"
"0402CG101J101NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","100V","C0G","100p","","","LCSC","C2991625","Datasheet","https://datasheet.lcsc.com/lcsc/2204111630_FH--Guangdong-Fenghua-Advanced-Tech-0402CG101J101NT_C2991625.pdf"
"0603CG101J101NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","C0G","100p","","","LCSC","C44567","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603CG101J101NT_C44567.pdf"
"0805CG101J101NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","100V","C0G","100p","","","LCSC","C37456","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805CG101J101NT_C37456.pdf"
"12061A101JAT2A","AVX","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","100V","C0G","100p","","","LCSC","C597446","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010203_Kyocera-AVX-12061A101JAT2A_C597446.pdf"
"CC0402JRNPO0BN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","100V","NP0","100p","","","LCSC","C576700","Datasheet","https://datasheet.lcsc.com/lcsc/2203081130_YAGEO-CC0402JRNPO0BN101_C576700.pdf"
"CC0603JRNPO0BN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","NP0","100p","","","LCSC","C107033","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0603JRNPO0BN101_C107033.pdf"
"CC0805KRNPO0BN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","100V","NP0","100p","","","LCSC","C1853015","Datasheet","https://datasheet.lcsc.com/lcsc/2201271030_YAGEO-CC0805KRNPO0BN101_C1853015.pdf"
"CC1206JRNPO0BN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","100V","NP0","100p","","","LCSC","C309499","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1810241116_YAGEO-CC1206JRNPO0BN101_C309499.pdf"
"CC0603KRX7R0BB101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","X7R","100p","","","LCSC","C576846","Datasheet","https://datasheet.lcsc.com/lcsc/2201131030_YAGEO-CC0603KRX7R0BB101_C576846.pdf"
"C0603C101K1HACAUTO","KEMET","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","X8R","100p","","","LCSC","C1845480","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_KEMET-C0603C101K1HACAUTO_C1845480.pdf"
"0603CG101J201NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","200V","C0G","100p","","","LCSC","C63696","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603CG101J201NT_C63696.pdf"
"FM21N101J201PAG","PSA(Prosperity Dielectrics)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","200V","C0G","100p","","","LCSC","C382250","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409271633_PSA-Prosperity-Dielectrics-FM21N101J201PAG_C382250.pdf"
"12062A101JAT2A","AVX","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","200V","C0G","100p","","","LCSC","C597473","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010203_Kyocera-AVX-12062A101JAT2A_C597473.pdf"
"CC0603JRNPOABN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","200V","NP0","100p","","","LCSC","C576821","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006091814_YAGEO-CC0603JRNPOABN101_C576821.pdf"
"0805N101J201CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","200V","NP0","100p","","","LCSC","C396743","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-0805N101J201CT_C396743.pdf"
"CC1206JRNPOABN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","200V","NP0","100p","","","LCSC","C577171","Datasheet","https://datasheet.lcsc.com/lcsc/2204121100_YAGEO-CC1206JRNPOABN101_C577171.pdf"
"0603B101K201CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","200V","X7R","100p","","","LCSC","C384796","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-0603B101K201CT_C384796.pdf"
"0805B101K201NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","200V","X7R","100p","","","LCSC","C2991562","Datasheet","https://datasheet.lcsc.com/lcsc/2204111630_FH--Guangdong-Fenghua-Advanced-Tech-0805B101K201NT_C2991562.pdf"
"1206B101K201CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","200V","X7R","100p","","","LCSC","C3844264","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2309201537_Walsin-Tech-Corp-1206B101K201CT_C3844264.pdf"
"C1608C0G2E101JT000N","TDK","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","250V","C0G","100p","","","LCSC","C76606","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409302301_TDK-C1608C0G2E101JT000N_C76606.pdf"
"0805CG101J251NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","250V","C0G","100p","","","LCSC","C66331","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805CG101J251NT_C66331.pdf"
"1206CG101J251NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","250V","C0G","100p","","","LCSC","C27260","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206CG101J251NT_C27260.pdf"
"CC0603JRNPOYBN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","250V","NP0","100p","","","LCSC","C113799","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0603JRNPOYBN101_C113799.pdf"
"CC0805JRNPOYBN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","250V","NP0","100p","","","LCSC","C576984","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2007231237_YAGEO-CC0805JRNPOYBN101_C576984.pdf"
"CC1206JRNPOYBN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","250V","NP0","100p","","","LCSC","C527311","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006101835_YAGEO-CC1206JRNPOYBN101_C527311.pdf"
"FM21X101K251PXG","PSA(Prosperity Dielectrics)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","250V","X7R","100p","","","LCSC","C2929108","Datasheet","https://datasheet.lcsc.com/lcsc/2201121400_PSA-Prosperity-Dielectrics-FM21X101K251PXG_C2929108.pdf"
"FM21N101J501PXG","PSA(Prosperity Dielectrics)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","500V","C0G","100p","","","LCSC","C701362","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409271633_PSA-Prosperity-Dielectrics-FM21N101J501PXG_C701362.pdf"
"1206CG101J501NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","500V","C0G","100p","","","LCSC","C2936649","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2201121730_FH--Guangdong-Fenghua-Advanced-Tech-1206CG101J501NT_C2936649.pdf"
"CC0805JRNPOBBN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","500V","NP0","100p","","","LCSC","C107122","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0805JRNPOBBN101_C107122.pdf"
"CC1206JRNPOBBN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","500V","NP0","100p","","","LCSC","C113888","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC1206JRNPOBBN101_C113888.pdf"
"0805B101K501CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","500V","X7R","100p","","","LCSC","C396715","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-0805B101K501CT_C396715.pdf"
"C1206C101KCRAC7800","KEMET","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","500V","X7R","100p","","","LCSC","C141176","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_KEMET-C1206C101KCRAC7800_C141176.pdf"
"GRM21A5C2J101JWA1D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","630V","C0G","100p","","","LCSC","C437551","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010302_Murata-Electronics-GRM21A5C2J101JWA1D_C437551.pdf"
"1206CG101J631NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","630V","C0G","100p","","","LCSC","C2991652","Datasheet","https://datasheet.lcsc.com/lcsc/2204111630_FH--Guangdong-Fenghua-Advanced-Tech-1206CG101J631NT_C2991652.pdf"
"0805N101J631CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","630V","NP0","100p","","","LCSC","C152978","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-0805N101J631CT_C152978.pdf"
"AC1206JKNPOZBN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","630V","NP0","100p","","","LCSC","C2178686","Datasheet","https://datasheet.lcsc.com/lcsc/2202041000_YAGEO-AC1206JKNPOZBN101_C2178686.pdf"
"0805CG101J102NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","1kV","C0G","100p","","","LCSC","C967584","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805CG101J102NT_C967584.pdf"
"1206CG101J102NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","1kV","C0G","100p","","","LCSC","C9188","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206CG101J102NT_C9188.pdf"
"1812N101J102CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C1812","footprints/capacitor.PcbLib","1812","1kV","C0G","100p","","","LCSC","C3852662","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2401181614_Walsin-Tech-Corp-1812N101J102CT_C3852662.pdf"
"0805N101J102CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","1kV","NP0","100p","","","LCSC","C458931","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-0805N101J102CT_C458931.pdf"
"CC1206JKNPOCBN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","1kV","NP0","100p","","","LCSC","C107173","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC1206JKNPOCBN101_C107173.pdf"
"CC1812JKNPOCBN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C1812","footprints/capacitor.PcbLib","1812","1kV","NP0","100p","","","LCSC","C577307","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009261809_YAGEO-CC1812JKNPOCBN101_C577307.pdf"
"GRM31A7U3A101JW31D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","1kV","U2J","100p","","","LCSC","C97935","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811081610_Murata-Electronics-GRM31A7U3A101JW31D_C97935.pdf"
"1206B101K102NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","1kV","X7R","100p","","","LCSC","C2983025","Datasheet","https://datasheet.lcsc.com/lcsc/2212021230_FH--Guangdong-Fenghua-Advanced-Tech-1206B101K102NT_C2983025.pdf"
"TCC1206COG101J202ET","CCTC","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","2kV","C0G","100p","","","LCSC","C282782","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_CCTC-TCC1206COG101J202ET_C282782.pdf"
"C1210N101J202T","IHHEC(HOLY STONE ENTERPRISE CO. LTD)","__template_cap","symbols/capacitor.SchLib","C1210","footprints/capacitor.PcbLib","1210","2kV","C0G","100p","","","LCSC","C106093","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_IHHEC-HOLY-STONE-ENTERPRISE-CO---LTD-C1210N101J202T_C106093.pdf"
"FV43N101J202ECG","PSA(Prosperity Dielectrics)","__template_cap","symbols/capacitor.SchLib","C1812","footprints/capacitor.PcbLib","1812","2kV","C0G","100p","","","LCSC","C2847433","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2108142230_PSA-Prosperity-Dielectrics-FV43N101J202ECG_C2847433.pdf"
"CC1206JKNPODBN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","2kV","NP0","100p","","","LCSC","C113876","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC1206JKNPODBN101_C113876.pdf"
"CC1210JKNPODBN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C1210","footprints/capacitor.PcbLib","1210","2kV","NP0","100p","","","LCSC","C2180189","Datasheet","https://datasheet.lcsc.com/lcsc/2108052130_YAGEO-CC1210JKNPODBN101_C2180189.pdf"
"CC1812JKNPODBN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C1812","footprints/capacitor.PcbLib","1812","2kV","NP0","100p","","","LCSC","C577319","Datasheet","https://datasheet.lcsc.com/lcsc/2205251700_YAGEO-CC1812JKNPODBN101_C577319.pdf"
"GRM32A7U3D101JW31D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C1210","footprints/capacitor.PcbLib","1210","2kV","U2J","100p","","","LCSC","C440206","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-GRM32A7U3D101JW31D_C440206.pdf"
"CGA8L1C0G3F101KT0Y0N","TDK","__template_cap","symbols/capacitor.SchLib","C1812","footprints/capacitor.PcbLib","1812","3kV","C0G","100p","","","LCSC","C448601","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-CGA8L1C0G3F101KT0Y0N_C448601.pdf"
"CC1812JKNPOEBN101","YAGEO","__template_cap","symbols/capacitor.SchLib","C1812","footprints/capacitor.PcbLib","1812","3kV","NP0","100p","","","LCSC","C577324","Datasheet","https://datasheet.lcsc.com/lcsc/2203210916_YAGEO-CC1812JKNPOEBN101_C577324.pdf"
"GCM1555C1H111FA16D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","C0G","110p","","","LCSC","C1864359","Datasheet","https://datasheet.lcsc.com/lcsc/2201271800_Murata-Electronics-GCM1555C1H111FA16D_C1864359.pdf"
"CC0402JRNPO9BN111","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","110p","","","LCSC","C576704","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2204021130_YAGEO-CC0402JRNPO9BN111_C576704.pdf"
"CC0603JRNPO9BN111","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","110p","","","LCSC","C327208","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811141233_YAGEO-CC0603JRNPO9BN111_C327208.pdf"
"GRM033R71E121KA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","X7R","120p","","","LCSC","C2168149","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308111716_Murata-Electronics-GRM033R71E121KA01D_C2168149.pdf"
"GRM0335C1H121GA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","C0G","120p","","","LCSC","C161405","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010330_Murata-Electronics-GRM0335C1H121GA01D_C161405.pdf"
"0402CG121J500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","C0G","120p","","","LCSC","C40059","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0402CG121J500NT_C40059.pdf"
"CL10C121JB8NNNC","Samsung Electro-Mechanics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","120p","","","LCSC","C18438","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Samsung-Electro-Mechanics-CL10C121JB8NNNC_C18438.pdf"
"0805CG121J500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","C0G","120p","","","LCSC","C1793","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805CG121J500NT_C1793.pdf"
"1206CG121J500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","C0G","120p","","","LCSC","C66626","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206CG121J500NT_C66626.pdf"
"CC0402JRNPO9BN121","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","120p","","","LCSC","C106996","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0402JRNPO9BN121_C106996.pdf"
"CC0603JRNPO9BN121","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","120p","","","LCSC","C107035","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0603JRNPO9BN121_C107035.pdf"
"CC0805JRNPO9BN121","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","NP0","120p","","","LCSC","C107109","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0805JRNPO9BN121_C107109.pdf"
"1206N121J500CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","NP0","120p","","","LCSC","C2909429","Datasheet","https://datasheet.lcsc.com/lcsc/2110272130_Walsin-Tech-Corp-1206N121J500CT_C2909429.pdf"
