"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Z @ 100 MHz","DCR (mOhms)","Current Rating (mA)","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"CBM160808U000T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","0","20","6000","","","LCSC","C394410","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBM160808U000T_C394410.pdf"
"CBM160808U050T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","5","20","6000","","","LCSC","C394411","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBM160808U050T_C394411.pdf"
"CBM160808U070T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","7","20","6000","","","LCSC","C394412","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBM160808U070T_C394412.pdf"
"BLE18PK100SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","10","8","6000","","","LCSC","C1512131","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2204022230_Murata-Electronics-BLE18PK100SN1D_C1512131.pdf"
"CBM160808U110T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","11","20","6000","","","LCSC","C361674","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409302300_FH--Guangdong-Fenghua-Advanced-Tech-CBM160808U110T_C361674.pdf"
"UPZ1608U220-6R0TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","22","10","6000","","","LCSC","C98301","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-UPZ1608U220-6R0TF_C98301.pdf"
"BLM18SG260TN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","26","7","6000","","","LCSC","C87063","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1810311116_Murata-Electronics-BLM18SG260TN1D_C87063.pdf"
"UPZ1608U280-6R0TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","28","10","6000","","","LCSC","C98302","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-UPZ1608U280-6R0TF_C98302.pdf"
"BLM18SG330SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","33","8","6000","","","LCSC","C576399","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308111547_Murata-Electronics-BLM18SG330SN1D_C576399.pdf"
"74279228260","Wurth Elektronik","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","26","8","6500","","","LCSC","C2661878","Datasheet","https://datasheet.lcsc.com/lcsc/2108070930_Wurth-Elektronik-74279228260_C2661878.pdf"
"FBMJ1608HS220NTW","Taiyo Yuden","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","22","4","7500","","","LCSC","C2661815","Datasheet","https://datasheet.lcsc.com/lcsc/2309051352_Taiyo-Yuden-FBMJ1608HS220NTW_C2661815.pdf"
"BLM18SN220TH1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","22","4","8000","","","LCSC","C710392","Datasheet","https://datasheet.lcsc.com/lcsc/2201131100_Murata-Electronics-BLM18SN220TH1D_C710392.pdf"
"7427922808","Wurth Elektronik","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","8","5","9500","","","LCSC","C2661810","Datasheet","https://datasheet.lcsc.com/lcsc/2106071736_Wurth-Elektronik-7427922808_C2661810.pdf"
"CBG201209U202T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","2000","900","50","","","LCSC","C20119","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811061714_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U202T_C20119.pdf"
"SCBG201209U252T","Yanchuang","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","2500","1200","50","","","LCSC","C482679","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Yanchuang-SCBG201209U252T_C482679.pdf"
"MLB2012F-122T","Meled","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1200","600","100","","","LCSC","C2844601","Datasheet","https://datasheet.lcsc.com/lcsc/2306021144_MetalLions-MLB2012F-122T_C2844601.pdf"
"CBG201209U152T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1500","700","100","","","LCSC","C268309","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U152T_C268309.pdf"
"CBW201209U222T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","2200","600","100","","","LCSC","C394485","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW201209U222T_C394485.pdf"
"CBW201209U252T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","2500","600","100","","","LCSC","C394486","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW201209U252T_C394486.pdf"
"CBH201209W801T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","800","500","180","","","LCSC","C139162","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBH201209W801T_C139162.pdf"
"CBH201209W102T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","500","180","","","LCSC","C401488","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_FH--Guangdong-Fenghua-Advanced-Tech-CBH201209W102T_C401488.pdf"
"BLM21RK121SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","150","200","","","LCSC","C524532","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409292332_Murata-Electronics-BLM21RK121SN1D_C524532.pdf"
"BLM21RK221SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","220","200","200","","","LCSC","C710511","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409292332_Murata-Electronics-BLM21RK221SN1D_C710511.pdf"
"BLM21AJ601SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","1100","200","","","LCSC","C113034","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1810201231_Murata-Electronics-BLM21AJ601SN1D_C113034.pdf"
"SBK201209T-152Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1500","600","200","","","LCSC","C142035","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-SBK201209T-152Y-N_C142035.pdf"
"MGGB2012M152HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1500","650","200","","","LCSC","C281160","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB2012M152HT-LF_C281160.pdf"
"BLM21BD222TN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","2200","600","200","","","LCSC","C85838","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM21BD222TN1D_C85838.pdf"
"SBK201209T-222Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","2200","700","200","","","LCSC","C280692","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-SBK201209T-222Y-N_C280692.pdf"
"BLM21BD272SN1L","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","2700","800","200","","","LCSC","C85839","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM21BD272SN1L_C85839.pdf"
"BLM21BD751SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","750","400","250","","","LCSC","C440135","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409292332_Murata-Electronics-BLM21BD751SN1D_C440135.pdf"
"BLM21BD102SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","400","250","","","LCSC","C37751","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1810201223_Murata-Electronics-BLM21BD102SN1D_C37751.pdf"
"BLM21BD152SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1500","450","250","","","LCSC","C413959","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409292332_Murata-Electronics-BLM21BD152SN1D_C413959.pdf"
"BLM21BD182SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1800","500","250","","","LCSC","C527614","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409292332_Murata-Electronics-BLM21BD182SN1D_C527614.pdf"
"BLM21BD222SH1L","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","2250","600","250","","","LCSC","C701158","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009241508_Murata-Electronics-BLM21BD222SH1L_C701158.pdf"
"SBK201209T-121Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","250","300","","","LCSC","C285648","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-SBK201209T-121Y-N_C285648.pdf"
"SBK201209T-471Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","470","400","300","","","LCSC","C280694","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_Chilisin-Elec-SBK201209T-471Y-N_C280694.pdf"
"MLB2012F-471T","Meled","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","470","350","300","","","LCSC","C2844596","Datasheet","https://datasheet.lcsc.com/lcsc/2306021144_MetalLions-MLB2012F-471T_C2844596.pdf"
"CBG201209U501T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","500","350","300","","","LCSC","C139147","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U501T_C139147.pdf"
"SBK201209T-601Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","400","300","","","LCSC","C108306","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-SBK201209T-601Y-N_C108306.pdf"
"CBG201209U601T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","350","300","","","LCSC","C124100","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U601T_C124100.pdf"
"MGGB2012M751HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","750","350","300","","","LCSC","C281172","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB2012M751HT-LF_C281172.pdf"
"CBG201209U102T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","400","300","","","LCSC","C124099","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U102T_C124099.pdf"
"CBW201209U152T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1500","500","300","","","LCSC","C268313","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW201209U152T_C268313.pdf"
"CBW201209U202T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","2000","500","300","","","LCSC","C139187","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW201209U202T_C139187.pdf"
"FCM2012HF-152T03","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1500","500","350","","","LCSC","C155074","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171306_TAI-TECH-FCM2012HF-152T03_C155074.pdf"
"HSF2012F2SF-900T04","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","90","300","400","","","LCSC","C357091","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171310_TAI-TECH-HSF2012F2SF-900T04_C357091.pdf"
"MG2029-101Y","BOURNS","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","100","200","400","","","LCSC","C139462","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_BOURNS-MG2029-101Y_C139462.pdf"
"CBG201209U151T.","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","150","200","400","","","LCSC","C43415","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U151T-_C43415.pdf"
"CBG201209U181T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","180","200","400","","","LCSC","C668233","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U181T_C668233.pdf"
"CBG201209U221T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","220","200","400","","","LCSC","C124102","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U221T_C124102.pdf"
"CBG201209U301T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","300","250","400","","","LCSC","C124101","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U301T_C124101.pdf"
"FCM2012CF-301T04","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","300","350","400","","","LCSC","C155071","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171306_TAI-TECH-FCM2012CF-301T04_C155071.pdf"
"FCM2012HF-102T04","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","450","400","","","LCSC","C155073","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171306_TAI-TECH-FCM2012HF-102T04_C155073.pdf"
"MMZ2012Y202BTD25","TDK","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","2000","500","400","","","LCSC","C360718","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-MMZ2012Y202BTD25_C360718.pdf"
"CBG201209U700T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","70","180","500","","","LCSC","C401500","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U700T_C401500.pdf"
"CBG201209U800T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","80","180","500","","","LCSC","C139149","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U800T_C139149.pdf"
"CBG201209U101T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","100","180","500","","","LCSC","C74480","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U101T_C74480.pdf"
"CBG201209U121T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","200","500","","","LCSC","C41330","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG201209U121T_C41330.pdf"
"MLB2012F-121T","Meled","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","180","500","","","LCSC","C2844588","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2306021144_MetalLions-MLB2012F-121T_C2844588.pdf"
"BLM21BB201SH1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","200","260","500","","","LCSC","C237604","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM21BB201SH1D_C237604.pdf"
"BLM21BB221SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","220","260","500","","","LCSC","C341662","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_Murata-Electronics-BLM21BB221SN1D_C341662.pdf"
"FCM2012KF-221T05","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","220","300","500","","","LCSC","C369543","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171442_TAI-TECH-FCM2012KF-221T05_C369543.pdf"
"GZ2012E301TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","300","200","500","","","LCSC","C361531","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ2012E301TF_C361531.pdf"
"MGGB2012M301HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","300","250","500","","","LCSC","C281165","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB2012M301HT-LF_C281165.pdf"
"GZ2012D421TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","420","300","500","","","LCSC","C361526","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ2012D421TF_C361526.pdf"
"GZ2012U421TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","420","250","500","","","LCSC","C361541","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ2012U421TF_C361541.pdf"
"MGGB2012M501HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","500","300","500","","","LCSC","C281168","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB2012M501HT-LF_C281168.pdf"
"GZ2012D601TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","300","500","","","LCSC","C1017","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ2012D601TF_C1017.pdf"
"FCM2012KF-601T05","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","400","500","","","LCSC","C127284","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171134_TAI-TECH-FCM2012KF-601T05_C127284.pdf"
"GBK201209T-601Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","250","500","","","LCSC","C280480","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_Chilisin-Elec-GBK201209T-601Y-N_C280480.pdf"
"MGGB2012M601HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","600","350","500","","","LCSC","C281170","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB2012M601HT-LF_C281170.pdf"
"GZ2012D751TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","750","350","500","","","LCSC","C361528","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ2012D751TF_C361528.pdf"
"CMBM2012G102FSP","Cybermax","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","400","500","","","LCSC","C404990","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_Cybermax-CMBM2012G102FSP_C404990.pdf"
"SZ2012G102TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","500","500","","","LCSC","C98284","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ2012G102TF_C98284.pdf"
"GZ2012D102TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","350","500","","","LCSC","C98485","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ2012D102TF_C98485.pdf"
"FCM2012KF-102T05","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1000","450","500","","","LCSC","C369542","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171442_TAI-TECH-FCM2012KF-102T05_C369542.pdf"
"CBW201209U122T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1200","450","500","","","LCSC","C185856","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW201209U122T_C185856.pdf"
"GZ2012D152TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","1500","400","500","","","LCSC","C96710","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ2012D152TF_C96710.pdf"
"FCM2012NF-070T06","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","7","100","600","","","LCSC","C155088","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171307_TAI-TECH-FCM2012NF-070T06_C155088.pdf"
"FCM2012KF-300T06","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","30","100","600","","","LCSC","C155083","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171307_TAI-TECH-FCM2012KF-300T06_C155083.pdf"
"BLM21BB121SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","190","600","","","LCSC","C23568","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1810201211_Murata-Electronics-BLM21BB121SN1D_C23568.pdf"
"SZ2012G121TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","120","250","600","","","LCSC","C98281","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ2012G121TF_C98281.pdf"
"FCM2012CF-151T06","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","150","250","600","","","LCSC","C155068","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171306_TAI-TECH-FCM2012CF-151T06_C155068.pdf"
"SZ2012G221TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","220","300","600","","","LCSC","C98282","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ2012G221TF_C98282.pdf"
"SBM2012G221HSP","Sunltech Tech","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","220","250","600","","","LCSC","C216136","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Sunltech-Tech-SBM2012G221HSP_C216136.pdf"
"GZ2012U221TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0805","footprints/inductor.PcbLib","0805","220","200","600","","","LCSC","C361539","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ2012U221TF_C361539.pdf"
